"Code","Description","Parent","Table","Version"
"D1","Utilities, civil engineering facilities","D","D","1.4"
"D11","Rail transport facilities","D1","D","1.4"
"D111","Conventional heavy railways","D11","D","1.4"
"D1111","Standard main line railways","D111","D","1.4"
"D1112","High speed railways","D111","D","1.4"
"D1113","Suburban heavy railways, secondary lines, branch lines","D111","D","1.4"
"D1114","Goods railways","D111","D","1.4"
"D112","Underground railways, light rail transit systems","D11","D","1.4"
"D1121","Underground railways","D112","D","1.4"
"D1122","Light rail transit running on existing British Rail tracks","D112","D","1.4"
"D1123","Light rail transit running on special tracks","D112","D","1.4"
"D1124","Light rail transit/trams running largely on-street","D112","D","1.4"
"D113","Other railways, cable transport, guided vehicle systems","D11","D","1.4"
"D1131","Mountain/steep gradient railways","D113","D","1.4"
"D11311","Rack railways","D1131","D","1.4"
"D11312","Cable railways","D1131","D","1.4"
"D11313","Funicular railways","D1131","D","1.4"
"D11314","Adhesion railways","D1131","D","1.4"
"D1132","Guideway-based rail transport, overhead railways","D113","D","1.4"
"D11321","Monorails (overhead)","D1132","D","1.4"
"D11322","Magnetic levitation transport","D1132","D","1.4"
"D11323","Telpher lines","D1132","D","1.4"
"D1133","Light railways","D113","D","1.4"
"D1134","Narrow-gauge railways","D113","D","1.4"
"D1136","Cable transport","D113","D","1.4"
"D11361","Cableways","D1136","D","1.4"
"D11362","Aerial ropeways/tramways","D1136","D","1.4"
"D11363","Cable telphers","D1136","D","1.4"
"D11364","Cable car transport","D1136","D","1.4"
"D11365","Chairlifts","D1136","D","1.4"
"D11366","Tow lifts","D1136","D","1.4"
"D1137","Automated guided vehicle systems","D113","D","1.4"
"D1139","Other","D113","D","1.4"
"D11391","Non-suspended monorail systems","D1139","D","1.4"
"D114","Embarkation facilities for rail transport","D11","D","1.4"
"D1141","Railway stations, passenger terminals","D114","D","1.4"
"D1142","Goods terminals","D114","D","1.4"
"D1143","Halts, stops","D114","D","1.4"
"D1144","Platforms","D114","D","1.4"
"D1145","Station halls","D114","D","1.4"
"D1146","Ticket offices","D114","D","1.4"
"D1147","Forecourts","D114","D","1.4"
"D1149","Other embarkation facilities for rail transport","D114","D","1.4"
"D115","Permanent way/track","D11","D","1.4"
"D1151","Plain line","D115","D","1.4"
"D1152","Switches","D115","D","1.4"
"D1153","Junctions","D115","D","1.4"
"D1154","Sidings","D115","D","1.4"
"D1155","Level crossings","D115","D","1.4"
"D116","Rail vehicle control facilities","D11","D","1.4"
"D1161","Signal boxes","D116","D","1.4"
"D1162","Signals","D116","D","1.4"
"D1164","Marshalling yards","D116","D","1.4"
"D1165","Railway relay buildings","D116","D","1.4"
"D1166","Railway lineside staff accommodation","D116","D","1.4"
"D117","Rail vehicle storage/repair facilities","D11","D","1.4"
"D1171","Service inspection sheds","D117","D","1.4"
"D1172","Repair sheds","D117","D","1.4"
"D1173","Bogie drop buildings","D117","D","1.4"
"D1174","Wheel lathes","D117","D","1.4"
"D1175","Carriage cleaning facilities","D117","D","1.4"
"D119","Other rail transport facilities","D11","D","1.4"
"D12","Road transport facilities","D1","D","1.4"
"D121","Motorways","D12","D","1.4"
"D122","Other motor roads","D12","D","1.4"
"D1221","Primary roads other than motorways","D122","D","1.4"
"D12211","Trunk roads","D1221","D","1.4"
"D1222","Secondary roads, minor roads","D122","D","1.4"
"D1223","By-passes, loop roads, ring roads, radial roads","D122","D","1.4"
"D1224","Access roads, drives, approach roads, culs-de-sac","D122","D","1.4"
"D1225","Single and dual carriageway roads, grade separated roads","D122","D","1.4"
"D12251","Single carriageway roads","D1225","D","1.4"
"D12252","Dual carriageway roads","D1225","D","1.4"
"D12253","Grade separated roads","D1225","D","1.4"
"D1229","Other types of motor roads","D122","D","1.4"
"D123","Roads other than motor roads","D12","D","1.4"
"D1231","Pedestrian streets","D123","D","1.4"
"D1232","Cycle tracks","D123","D","1.4"
"D1233","Bridleways","D123","D","1.4"
"D1234","Footpaths (field paths, footways, paths), towpaths","D123","D","1.4"
"D1238","Other types of road","D123","D","1.4"
"D124","Embarkation facilities for road transport","D12","D","1.4"
"D1241","Coach stations","D124","D","1.4"
"D1242","Bus stations","D124","D","1.4"
"D1243","Bus stops/shelters","D124","D","1.4"
"D125","Car parks, parking facilities","D12","D","1.4"
"D1251","Underground car parks","D125","D","1.4"
"D1252","Surface car parks, street parking","D125","D","1.4"
"D1253","Multi-storey car parks","D125","D","1.4"
"D1254","Car ramps","D125","D","1.4"
"D126","Road vehicle service, storage and repair facilities","D12","D","1.4"
"D1261","Service stations/petrol stations","D126","D","1.4"
"D12611","Petrol stations without major shops/catering facilities","D1261","D","1.4"
"D12612","Major service stations with major shops/catering facilities","D1261","D","1.4"
"D12613","Car washes","D1261","D","1.4"
"D1262","Spare parts/accessories shops","D126","D","1.4"
"D1263","Showrooms","D126","D","1.4"
"D1264","Repair/maintenance facilities, repair shops","D126","D","1.4"
"D12641","Inspection pits","D1264","D","1.4"
"D12642","Degreasing/lubricating/body building units","D1264","D","1.4"
"D1265","Garages (commercial/large-scale)","D126","D","1.4"
"D127","Traffic calming constructions, road vehicle control facilities","D12","D","1.4"
"D128","Carriageways, paved parts, etc.","D12","D","1.4"
"D1281","Carriageways","D128","D","1.4"
"D12811","Traffic lanes","D1281","D","1.4"
"D12812","Junctions/intersections","D1281","D","1.4"
"D1282","Other paved parts","D128","D","1.4"
"D12821","Slipways","D1282","D","1.4"
"D12822","Lay-bys/drive-ins, passing places","D1282","D","1.4"
"D12823","Skid pads","D1282","D","1.4"
"D12824","Hardstandings, hard shoulders","D1282","D","1.4"
"D12825","Pavements/sidewalks","D1282","D","1.4"
"D12826","Refuges/islands","D1282","D","1.4"
"D12827","Crossings","D1282","D","1.4"
"D12829","Other","D1282","D","1.4"
"D1283","Crash barriers, central reservations","D128","D","1.4"
"D1284","Other non-paved parts","D128","D","1.4"
"D12841","Verges, soft shoulders","D1284","D","1.4"
"D13","Water transport and protection facilities","D1","D","1.4"
"D131","Ship sheltering and berthing facilities, harbours, docks","D13","D","1.4"
"D1311","Breakwaters, harbour walls, pierheads","D131","D","1.4"
"D1312","Jetties, piers, landing stages","D131","D","1.4"
"D1313","Docks","D131","D","1.4"
"D13131","Wet docks","D1313","D","1.4"
"D13132","Dry docks","D1313","D","1.4"
"D13133","Floating docks","D1313","D","1.4"
"D13134","Dock walls","D1313","D","1.4"
"D13135","Entrances and locks","D1313","D","1.4"
"D13136","Lock gates and caissons","D1313","D","1.4"
"D13137","Slipways","D1313","D","1.4"
"D13138","Pumping stations for docks","D1313","D","1.4"
"D1314","Quays, wharves","D131","D","1.4"
"D1315","Gangways","D131","D","1.4"
"D1317","Rope guiding and fixing devices","D131","D","1.4"
"D1318","Mooring facilities (for light craft)","D131","D","1.4"
"D132","Port facilities, ports","D13","D","1.4"
"D1321","Cargo storage facilities","D132","D","1.4"
"D1322","Cargo loading/unloading facilities","D132","D","1.4"
"D1323","Passenger embarkation facilities","D132","D","1.4"
"D1324","Boat storage, repair facilities","D132","D","1.4"
"D1325","Port services facilities","D132","D","1.4"
"D1329","Other port facilities","D132","D","1.4"
"D133","Boat control facilities, general","D13","D","1.4"
"D1331","Channel dredging","D133","D","1.4"
"D1332","Channel demarcation","D133","D","1.4"
"D13321","Marking buoys","D1332","D","1.4"
"D13322","Audible marking devices","D1332","D","1.4"
"D13323","Radio and radar systems","D1332","D","1.4"
"D13324","Lighthouses, light-beacons and light-vessels","D1332","D","1.4"
"D13325","Other demarcation systems","D1332","D","1.4"
"D1333","Coastguard and lifeboat stations","D133","D","1.4"
"D134","Canals","D13","D","1.4"
"D1341","Pounds","D134","D","1.4"
"D1342","Summit canals","D134","D","1.4"
"D1343","Winding holes","D134","D","1.4"
"D1344","Canal linings","D134","D","1.4"
"D1345","Locks","D134","D","1.4"
"D1346","Lock gates","D134","D","1.4"
"D1347","Lock chambers","D134","D","1.4"
"D1349","Other","D134","D","1.4"
"D136","Offshore structures, platforms","D13","D","1.4"
"D1361","Fixed offshore structures","D136","D","1.4"
"D13611","Compliant offshore structures","D1361","D","1.4"
"D13612","Gravity platforms","D1361","D","1.4"
"D1362","Mobile offshore structures","D136","D","1.4"
"D13621","Jack-up structures","D1362","D","1.4"
"D13622","Semi-submersible structures","D1362","D","1.4"
"D1363","Drilling platforms","D136","D","1.4"
"D1364","Production platforms","D136","D","1.4"
"D13641","Tethered leg platforms","D1364","D","1.4"
"D1365","Hybrid platforms","D136","D","1.4"
"D1366","Offshore modules","D136","D","1.4"
"D137","Protective works","D13","D","1.4"
"D1371","Wave protection works","D137","D","1.4"
"D13711","Wave screens","D1371","D","1.4"
"D13712","Wave walls","D1371","D","1.4"
"D13713","Wave deflectors","D1371","D","1.4"
"D13714","Spending beaches","D1371","D","1.4"
"D1372","Erosion protection works","D137","D","1.4"
"D13721","Revetments","D1372","D","1.4"
"D13722","Groynes","D1372","D","1.4"
"D1373","Flood prevention works","D137","D","1.4"
"D13731","Flood banks","D1373","D","1.4"
"D13732","Counter walls","D1373","D","1.4"
"D13733","Beach bumpings","D1373","D","1.4"
"D13734","Floodgates","D1373","D","1.4"
"D14","Air transport facilities","D1","D","1.4"
"D141","Airports","D14","D","1.4"
"D1411","International airports, airports for large airliners","D141","D","1.4"
"D1412","Airports limited to smaller airliners","D141","D","1.4"
"D142","Aerodromes etc.","D14","D","1.4"
"D1421","Landing strips, small aerodromes for light aircraft","D142","D","1.4"
"D1422","Heliports","D142","D","1.4"
"D1423","VTOL (Vertical take-off and landing) facilities","D142","D","1.4"
"D1424","STOL (Short take-off and landing) facilities","D142","D","1.4"
"D1425","Military aerodromes","D142","D","1.4"
"D1426","Aerodromes for seaplanes","D142","D","1.4"
"D143","Airport management and control facilities","D14","D","1.4"
"D1431","Air traffic control towers","D143","D","1.4"
"D1433","Lighting systems","D143","D","1.4"
"D1434","Aircraft approach guidance systems","D143","D","1.4"
"D1435","Navigational systems","D143","D","1.4"
"D144","Runway, taxiway and apron facilities","D14","D","1.4"
"D1441","Runways, runway strips","D144","D","1.4"
"D1442","Taxiways","D144","D","1.4"
"D1443","Aprons","D144","D","1.4"
"D1444","Aircraft stands","D144","D","1.4"
"D1447","Other paved areas","D144","D","1.4"
"D1448","Other obstruction-free areas over which aircraft can move","D144","D","1.4"
"D145","Airport services facilities","D14","D","1.4"
"D1451","Hangars for repair and storage of aircraft","D145","D","1.4"
"D1454","Fuel supply facilities","D145","D","1.4"
"D1459","Other airport services facilities","D145","D","1.4"
"D146","Embarkation facilities, terminals","D14","D","1.4"
"D1461","Passenger facilities, terminals","D146","D","1.4"
"D1462","Cargo facilities, terminals","D146","D","1.4"
"D1463","Baggage handling facilities","D146","D","1.4"
"D1464","Piers and loading bridges linking terminal buildings to aircraft","D146","D","1.4"
"D1469","Other parts of embarkation facilities, terminals","D146","D","1.4"
"D149","Other air transport facilities","D14","D","1.4"
"D15","Communications facilities","D1","D","1.4"
"D151","General broadcasting facilities","D15","D","1.4"
"D152","Radio facilities","D15","D","1.4"
"D153","Television facilities","D15","D","1.4"
"D1531","Closed circuit television facilities","D153","D","1.4"
"D154","Telephone, telegraph facilities","D15","D","1.4"
"D1541","Telephone facilities","D154","D","1.4"
"D15411","Telephone exchanges","D1541","D","1.4"
"D15412","Telephone engineering centres/TSCVs","D1541","D","1.4"
"D1542","Telegraph facilities","D154","D","1.4"
"D15421","Telex facilities","D1542","D","1.4"
"D15422","Facsimile transmission facilities","D1542","D","1.4"
"D15423","Data communications facilities","D1542","D","1.4"
"D156","Other telecommunications facilities","D15","D","1.4"
"D1561","Fibre optic cable facilities","D156","D","1.4"
"D1562","Other cable/line facilities","D156","D","1.4"
"D1563","Microwave beam facilities","D156","D","1.4"
"D1564","Laser beam facilities","D156","D","1.4"
"D1565","Radio wave facilities","D156","D","1.4"
"D1566","Transmission facilities","D156","D","1.4"
"D15661","Satellite ground stations","D1566","D","1.4"
"D1567","Switching facilities","D156","D","1.4"
"D15671","Exchanges","D1567","D","1.4"
"D15672","Switching centres","D1567","D","1.4"
"D15673","Telecommunication control facilities","D1567","D","1.4"
"D157","Postal communications facilities","D15","D","1.4"
"D1571","Post offices","D157","D","1.4"
"D1572","Sorting offices","D157","D","1.4"
"D1574","Parcels offices","D157","D","1.4"
"D1575","Mail rooms","D157","D","1.4"
"D159","Other communications facilities","D15","D","1.4"
"D1591","Communication reception/control rooms","D159","D","1.4"
"D15911","Switchboards","D1591","D","1.4"
"D1592","Telephone booths","D159","D","1.4"
"D1593","Telephone boxes","D159","D","1.4"
"D16","Power supply, mineral supply facilities","D1","D","1.4"
"D161","Electricity generation","D16","D","1.4"
"D1611","Coal-fired power stations","D161","D","1.4"
"D1612","Oil-fired power stations","D161","D","1.4"
"D1613","Dual-fired power stations","D161","D","1.4"
"D1614","Nuclear power stations","D161","D","1.4"
"D16141","Magnox stations","D1614","D","1.4"
"D16142","Advanced gas cooled stations","D1614","D","1.4"
"D16143","Pressurised water reactor stations","D1614","D","1.4"
"D1615","Hydroelectric and pumped storage stations","D161","D","1.4"
"D16151","Pumping systems for pumped storage stations","D1615","D","1.4"
"D1616","Gas turbine power stations","D161","D","1.4"
"D1617","Electricity generation from wave, solar, wind power","D161","D","1.4"
"D16171","Wave power","D1617","D","1.4"
"D16172","Solar power","D1617","D","1.4"
"D16173","Wind power","D1617","D","1.4"
"D1619","Other electricity generation facilities","D161","D","1.4"
"D16191","Precipitators","D1619","D","1.4"
"D16192","Turbine halls","D1619","D","1.4"
"D16193","Boiler houses","D1619","D","1.4"
"D162","Combined heat and power generating stations","D16","D","1.4"
"D163","Electricity transmission and supply facilities","D16","D","1.4"
"D1631","Electricity substations","D163","D","1.4"
"D1632","Overground transmission facilities","D163","D","1.4"
"D1633","Underground transmission","D163","D","1.4"
